"GeneID"	"D.RM1_1"	"D.RM1_2"	"D.RM1_3"	"RM1_1"	"RM1_2"	"RM1_3"	"R.RM1_1"	"R.RM1_2"	"R.RM1_3"	"geneName"	"geneType"
"ENSMUSG00000001472.17"	6890	4412	1263	10292	11225	10955	9915	11335	9334	"Tcf25"	"protein_coding"
"ENSMUSG00000001473.7"	2557	1989	613	12394	15054	14038	11987	14517	10370	"Tubb6"	"protein_coding"
"ENSMUSG00000001482.15"	914	719	195	2009	2359	2462	1773	2289	1996	"Def8"	"protein_coding"
"ENSMUSG00000001493.9"	6	3	10	0	0	1	0	0	2	"Meox1"	"protein_coding"
"ENSMUSG00000001494.6"	12	15	16	0	0	0	0	2	4	"Sost"	"protein_coding"
"ENSMUSG00000001496.15"	2	21	15	0	1	9	0	1	0	"Nkx2-1"	"protein_coding"
"ENSMUSG00000001497.18"	483	405	140	732	999	819	532	714	523	"Pax9"	"protein_coding"
"ENSMUSG00000001504.10"	942	705	187	1386	1657	1348	1362	1769	1272	"Irx2"	"protein_coding"
"ENSMUSG00000001506.10"	943	512	168	103	151	143	329	313	302	"Col1a1"	"protein_coding"
"ENSMUSG00000001507.16"	1880	1764	424	7606	8917	7160	1634	2004	1807	"Itga3"	"protein_coding"
"ENSMUSG00000001508.15"	0	3	1	0	0	0	0	0	0	"Sgca"	"protein_coding"
"ENSMUSG00000001510.8"	11	21	17	1	0	4	1	0	7	"Dlx3"	"protein_coding"
"ENSMUSG00000001517.14"	3634	2423	686	10681	12528.99	11248	13645	15224	10863.99	"Foxm1"	"protein_coding"
"ENSMUSG00000001518.12"	377	272	108	896	896	851	644	842	688	"Itfg2"	"protein_coding"
"ENSMUSG00000001520.12"	6	25	27	0	1	4	0	0	2	"Nrip2"	"protein_coding"
"ENSMUSG00000001521.12"	2860	2151	651	2897	3425	3140	3624	4166	3101	"Tulp3"	"protein_coding"
"ENSMUSG00000001524.14"	392	247	93	934	1134	1090	830	910	921	"Gtf2h4"	"protein_coding"
"ENSMUSG00000001525.10"	44473	31375	9327	124460	145256	140255	139716	163875	117578	"Tubb5"	"protein_coding"
"ENSMUSG00000001542.7"	834	677	225	648	874	763	776	958	714	"Ell2"	"protein_coding"
"ENSMUSG00000001552.14"	3645	2440	637	176	205	192	1637	1573	1260	"Jup"	"protein_coding"
"ENSMUSG00000001555.10"	9	3	13	0	0	0	8	0	0	"Fkbp10"	"protein_coding"
"ENSMUSG00000001558.5"	1	2	4	0	0	5	5	0	0	"Klhl10"	"protein_coding"
"ENSMUSG00000001566.9"	10	7	23	0	0	5	0	0	0	"Mnx1"	"protein_coding"
"ENSMUSG00000001569.10"	993	689	215	2943	3227	3027	2753	3097	2444	"Nom1"	"protein_coding"
"ENSMUSG00000001576.15"	3994	2956	980	6889	8202	7555	8557	10209	7330	"Ergic1"	"protein_coding"
"ENSMUSG00000001583.13"	0	10	22	0	0	0	3	0	1	"Tnk1"	"protein_coding"
"ENSMUSG00000001588.12"	234	247	58	76	65	48	34	43	44	"Acap1"	"protein_coding"
"ENSMUSG00000001604.14"	76	61	14	14	9	23	21	20	18	"Tcea3"	"protein_coding"
"ENSMUSG00000001622.15"	33	31	19	1	6	25	8	36	24	"Csn3"	"protein_coding"
"ENSMUSG00000001627.12"	3183	2611	843	8202	9815	9195	4637	6001	4077	"Ifrd1"	"protein_coding"
"ENSMUSG00000001630.13"	765.82	616.68	167.75	654.94	727.77	768.79	853.71	971.87	832.92	"Stk38l"	"protein_coding"
"ENSMUSG00000001632.16"	1180	783	210	2248	2541	2289	2134	2529	1967	"Brpf1"	"protein_coding"
"ENSMUSG00000001642.18"	3423.12	2693.99	765.74	7058.56	7999.2	8494.53	5197.14	6533.12	4936.72	"Akr1b3"	"protein_coding"
"ENSMUSG00000001655.6"	28	9	14	1	0	0	2	0	2	"Hoxc13"	"protein_coding"
"ENSMUSG00000001656.3"	17	30	21	0	0	5	0	0	1	"Hoxc11"	"protein_coding"
"ENSMUSG00000001657.7"	11	18	14	0	3	1	1	0	1	"Hoxc8"	"protein_coding"
"ENSMUSG00000001661.5"	40	52	40	15	20	3	27	30	8	"Hoxc6"	"protein_coding"
"ENSMUSG00000001663.10"	1	3	2	0	0	0	0	0	0	"Gstt1"	"protein_coding"
"ENSMUSG00000001665.11"	213	137	61	54	58	58	120	167	73	"Gstt3"	"protein_coding"
"ENSMUSG00000001666.8"	173	148	41	186	225	131	180	158	200	"Ddt"	"protein_coding"
"ENSMUSG00000001670.13"	3	10	15	0	0	0	0	0	0	"Tat"	"protein_coding"
"ENSMUSG00000001672.14"	24	24	42	3	3	0	5	7	3	"Marveld3"	"protein_coding"
"ENSMUSG00000001674.11"	1512.23	947.19	342.68	6410.14	6807.77	6744.86	5133.23	6079.91	4814.89	"Ddx18"	"protein_coding"
"ENSMUSG00000001687.15"	1024	749	282	1019	1177	1242	1223	1532	1285	"Ubl3"	"protein_coding"
"ENSMUSG00000001700.10"	143	105	47	72	52	66	57	72	59	"Gramd3"	"protein_coding"
"ENSMUSG00000001707.8"	300	243	104	1365	1580	1578	975	1395	1054	"Eef1e1"	"protein_coding"
"ENSMUSG00000001729.14"	3088	2320	627	8241	9663	9675	8113	9760	8687	"Akt1"	"protein_coding"
"ENSMUSG00000001739.14"	10	1	14	8	0	0	1	4	9	"Cldn15"	"protein_coding"
"ENSMUSG00000001741.12"	28	23	45	0	0	6	1	4	7	"Il16"	"protein_coding"
"ENSMUSG00000001750.16"	3543	2120	560	1152	1105	820	1712	2047	1756	"Tcirg1"	"protein_coding"
"ENSMUSG00000001751.9"	2183	1357	401	351	363	334	872	1014	753	"Naglu"	"protein_coding"
"ENSMUSG00000001755.12"	415	461	114	635	683	553	580	646	596	"Coasy"	"protein_coding"
"ENSMUSG00000001761.7"	1653	1206	343	3933	4656	4505.95	3918	4862	3629	"Smo"	"protein_coding"
"ENSMUSG00000001763.14"	4	23	25	12	8	24	3	5	2	"Tspan33"	"protein_coding"
"ENSMUSG00000001767.5"	798	612	215	1360	1541	1447	1491	1721	1334	"Crnkl1"	"protein_coding"
"ENSMUSG00000001768.16"	2753	2332	611	215	214	202	2503	2814	2180	"Rin2"	"protein_coding"
"ENSMUSG00000001773.14"	1	0	2	0	0	0	0	0	0	"Folh1"	"protein_coding"
"ENSMUSG00000001774.8"	980	657	222	2547	2862	2707	2266	2619	2020	"Chordc1"	"protein_coding"
"ENSMUSG00000001783.3"	1714	1169	355	3167	3823	3324	3292	3818	3085	"Rtcb"	"protein_coding"
"ENSMUSG00000001785.13"	927	633	182	2957	3520	3619	2822	3445	2458	"Pwp1"	"protein_coding"
"ENSMUSG00000001786.14"	293	263	84	381	368	457	370	480	333	"Fbxo7"	"protein_coding"
"ENSMUSG00000001794.13"	6500	4634	1549	6941	8254	7830	12579	14447	10108	"Capns1"	"protein_coding"
"ENSMUSG00000001802.16"	15	12	23	0	0	5	0	2	10	"Lrp3"	"protein_coding"
"ENSMUSG00000001804.9"	3	0	3	0	0	0	0	0	3	"Dsg4"	"protein_coding"
"ENSMUSG00000001815.15"	10	24	22	0	3	7	1	0	7	"Evx2"	"protein_coding"
"ENSMUSG00000001819.4"	4	4	15	0	0	3	0	0	3	"Hoxd13"	"protein_coding"
"ENSMUSG00000001823.5"	8	22	6	0	0	0	0	0	0	"Hoxd12"	"protein_coding"
"ENSMUSG00000001827.12"	4	2	6	0	0	0	0	0	0	"Folr1"	"protein_coding"
"ENSMUSG00000001829.17"	1203	962	300	1829	2274	1709	1590	1829	1487	"Clpb"	"protein_coding"
"ENSMUSG00000001833.17"	3745	2759	909	7911	8662	7880	9829	11366	8283	"Sept7"	"protein_coding"
"ENSMUSG00000001844.10"	312	242	94	514	562	503	740	778	485	"Zdhhc4"	"protein_coding"
"ENSMUSG00000001847.14"	7994	5139	1684	13052	15567	14620	17425	19903	12565	"Rac1"	"protein_coding"
"ENSMUSG00000001855.15"	2257	1588	453	7182	7413	6933	5355	6220	5005	"Nup214"	"protein_coding"
"ENSMUSG00000001864.13"	202	140	87	1432	1580	1503	632	781	730	"Aif1l"	"protein_coding"
"ENSMUSG00000001865.2"	0	0	2	0	0	0	0	0	0	"Cpa3"	"protein_coding"
"ENSMUSG00000001870.16"	3258	2467	680	5336	6055	5120	5781	6501	5528	"Ltbp1"	"protein_coding"
"ENSMUSG00000001891.16"	770	444	154	836	903	937	985	1142	1047	"Ugp2"	"protein_coding"
"ENSMUSG00000001901.15"	3	6	16	0	0	0	4	0	2	"Kcnh6"	"protein_coding"
"ENSMUSG00000001909.16"	2335	1703	447	3582	3723	3562	2752	3567	2753	"Trmt1"	"protein_coding"
"ENSMUSG00000001910.4"	5680	4074.68	1109.31	14961.97	16910.33	17166.95	15741.3	18236.63	14230.63	"Nacc1"	"protein_coding"
"ENSMUSG00000001911.16"	9020	5804	1723	14217	16363	16085	18783	20949	14754	"Nfix"	"protein_coding"
"ENSMUSG00000001918.17"	3400	2513	677	7248	7501	5961	3750	5081	4108	"Slc1a5"	"protein_coding"
"ENSMUSG00000001924.15"	14744	10301	2797	24080	30174	28073	29453	32423	24830	"Uba1"	"protein_coding"
"ENSMUSG00000001930.17"	39	62	63	0	6	7	18	5	14	"Vwf"	"protein_coding"
"ENSMUSG00000001942.8"	652	451	155	171	206	140	206	240	209	"Siae"	"protein_coding"
"ENSMUSG00000001943.8"	5	10	8	0	0	0	10	1	4	"Vsig2"	"protein_coding"
"ENSMUSG00000001946.14"	7	6	9	1	2	0	13	6	3	"Esam"	"protein_coding"
"ENSMUSG00000001948.10"	15	4	6	2	8	11	26	3	7	"Spa17"	"protein_coding"
"ENSMUSG00000001962.8"	1262	905	320	615	720	662	1357	1436	1061	"Fam50a"	"protein_coding"
"ENSMUSG00000001964.14"	1762.54	1558.52	412.55	2817.88	3182.35	3180.93	3466.48	3586.87	2919.11	"Emd"	"protein_coding"
"ENSMUSG00000001983.7"	101	131	26	426	361	393	213	347	274	"Taco1"	"protein_coding"
"ENSMUSG00000001985.9"	16	32	48	9	0	0	0	3	8	"Grik3"	"protein_coding"
"ENSMUSG00000001986.16"	3	22	29	0	0	1	2	0	6	"Gria3"	"protein_coding"
"ENSMUSG00000001988.9"	14	5	9	2	0	0	0	0	1	"Npas1"	"protein_coding"
"ENSMUSG00000001995.9"	3545	2461	698	2440	2697	2325	3555	3625	3160	"Sipa1l2"	"protein_coding"
"ENSMUSG00000001998.15"	868	575	243	1398	1457	1328	927	1033	886	"Ap4e1"	"protein_coding"
"ENSMUSG00000001999.15"	274	168	63	584	595	562	742	711	573	"Blvra"	"protein_coding"
"ENSMUSG00000002006.12"	9	6	24	7	2	2	1	0	6	"Pdzd4"	"protein_coding"
"ENSMUSG00000002007.5"	1	1	2	0	0	0	0	0	0	"Srpk3"	"protein_coding"
"ENSMUSG00000002010.17"	2549	1963	560	3969	4510	3846	4067	4843	3262	"Idh3g"	"protein_coding"
"ENSMUSG00000002012.13"	0	6	1	0	0	0	0	0	0	"Pnck"	"protein_coding"
"ENSMUSG00000002014.12"	2106	1881	519	2375	2337	2317	2413	2438	2161	"Ssr4"	"protein_coding"
"ENSMUSG00000002015.5"	1450	1112	288	1886	2021	1859	2081	2248	1969	"Bcap31"	"protein_coding"
"ENSMUSG00000002017.10"	853	609	231	2769	2929	2970	2484	2840	2056	"Fam98a"	"protein_coding"
"ENSMUSG00000002020.15"	37	18	25	4	0	4	3	5	7	"Ltbp2"	"protein_coding"
"ENSMUSG00000002028.13"	8901	7412	1813	8564	7745	7991	5914	6328	6615	"Kmt2a"	"protein_coding"
"ENSMUSG00000002031.12"	922	690	196	642	711	607	1133	1166	929	"Ift46"	"protein_coding"
"ENSMUSG00000002032.17"	6	8	16	3	0	0	5	5	2	"Tmem25"	"protein_coding"
"ENSMUSG00000002033.14"	7	8	10	0	0	1	0	0	7	"Cd3g"	"protein_coding"
"ENSMUSG00000002043.17"	296	251	79	58	78	85	150	126	126	"Trappc6a"	"protein_coding"
"ENSMUSG00000002052.6"	4128	3086	831	7217	7814	7017	6541	7145	6135	"Supt6"	"protein_coding"
"ENSMUSG00000002055.9"	1093	952	203	2624	2911	2738	2574	3093	2471	"Spag5"	"protein_coding"
"ENSMUSG00000002057.4"	1	5	12	2	0	0	0	0	5	"Foxn1"	"protein_coding"
"ENSMUSG00000002058.13"	238	288	62	165	187	214	270	261	232	"Unc119"	"protein_coding"
"ENSMUSG00000002059.18"	919	660	202	2206	2628	2510	2339	2992	2336	"Rab34"	"protein_coding"
"ENSMUSG00000002064.10"	467	479	117	257	278	283	399	450	421	"Sdf2"	"protein_coding"
"ENSMUSG00000002068.16"	139	122	27	1175	1316	1503	1157	1464	984	"Ccne1"	"protein_coding"
"ENSMUSG00000002076.12"	2	26	13	0	0	9	2	0	4	"Hsf2bp"	"protein_coding"
"ENSMUSG00000002083.13"	469	334	95	268	398	400	87	142	171	"Bbc3"	"protein_coding"
"ENSMUSG00000002100.15"	6	0	9	0	0	0	0	0	3	"Mybpc3"	"protein_coding"
"ENSMUSG00000002102.15"	2460	1987	593	6662	7403	7944	7215	8278	6609	"Psmc3"	"protein_coding"
"ENSMUSG00000002103.15"	1569	942	328	633	813	635	806	791	706	"Acp2"	"protein_coding"
"ENSMUSG00000002104.11"	26	38	9	28	29	51	38	78	59	"Rapsn"	"protein_coding"
"ENSMUSG00000002105.15"	1827	1303	441	3489	3602	3375	2332	3153	2187	"Slc39a13"	"protein_coding"
"ENSMUSG00000002107.18"	190	82	160	315	411	382	229	211	154	"Celf2"	"protein_coding"
"ENSMUSG00000002108.10"	12	6	14	1	1	2	4	2	4	"Nr1h3"	"protein_coding"
"ENSMUSG00000002109.14"	122	96	34	98	102	88	60	73	54	"Ddb2"	"protein_coding"
"ENSMUSG00000002111.8"	7	7	15	0	0	0	0	2	0	"Spi1"	"protein_coding"
"ENSMUSG00000002129.11"	3224	2233	674	8491	9490	9219	8755	10155	6940	"Sf3a1"	"protein_coding"
"ENSMUSG00000002147.18"	2735	1689	527	3669	4016	3790	3446	4137	3054	"Stat6"	"protein_coding"
"ENSMUSG00000002190.13"	21	14	9	0	0	0	1	0	0	"Clgn"	"protein_coding"
"ENSMUSG00000002204.9"	8	26	13	0	6	0	0	2	1	"Napsa"	"protein_coding"
"ENSMUSG00000002205.16"	507	461	156	390	582	405	396	504	453	"Vrk3"	"protein_coding"
"ENSMUSG00000002210.11"	588	595	111	1397	1474	1591	1239	1558	1242	"Smg9"	"protein_coding"
"ENSMUSG00000002221.11"	1280	765	325	3898	4372	4175	3810	4307	3088	"Paxip1"	"protein_coding"
"ENSMUSG00000002222.14"	1598	1099	321	1147	1162	1120	899	1077	931	"Rmnd5a"	"protein_coding"
"ENSMUSG00000002227.15"	3789	2386.95	698	1370	1355	1400	3760	3777	3516	"Mov10"	"protein_coding"
"ENSMUSG00000002228.7"	2	0	3	0	0	0	1	3	1	"Ppm1j"	"protein_coding"
"ENSMUSG00000002233.13"	5034	5135	1293	4517	5210	5002	5520	5947	4854	"Rhoc"	"protein_coding"
"ENSMUSG00000002240.12"	2	8	2	0	0	0	0	0	7	"Prr27"	"protein_coding"
"ENSMUSG00000002249.21"	418	297	100	621	670	600	535	788	587	"Tead3"	"protein_coding"
"ENSMUSG00000002250.16"	1873	1579	466	1387	1598	1473	1372	1681	1055	"Ppard"	"protein_coding"
"ENSMUSG00000002257.8"	909	644	160	1397	1581	1438	1285	1404	1080	"Def6"	"protein_coding"
"ENSMUSG00000002265.16"	28	58	86	5	9	20	1	1	12	"Peg3"	"protein_coding"
"ENSMUSG00000002266.17"	18	23	25	2	1	1	0	0	8	"Zim1"	"protein_coding"
"ENSMUSG00000002274.13"	702	528	136	1458	1583	1528	1799	1954	1826.98	"Metrn"	"protein_coding"
"ENSMUSG00000002279.19"	539	395	223	472	505	398	414	437	371	"Lmf1"	"protein_coding"
"ENSMUSG00000002280.11"	275	235	100	333	474	365	331	438	288	"Narfl"	"protein_coding"
"ENSMUSG00000002289.16"	97	38	41	169	204	217	504	532	460	"Angptl4"	"protein_coding"
"ENSMUSG00000002297.16"	855	557	171	2499	3132	2955	2428	2739	2233	"Dbf4"	"protein_coding"
"ENSMUSG00000002307.16"	2399	1666	508	908	998	872	1080	1181	1213	"Daxx"	"protein_coding"
"ENSMUSG00000002308.16"	192	128	58	465	551	520	558	608	549	"Cd320"	"protein_coding"
"ENSMUSG00000002319.16"	2339.91	1634.06	433.77	4987.83	5642.07	5453.81	5055.52	6120.98	5012.03	"Ipo4"	"protein_coding"
"ENSMUSG00000002320.15"	1174	843.98	245.38	1512.82	1618.62	1526.27	1739.3	2092.06	1627.57	"Tm9sf1"	"protein_coding"
"ENSMUSG00000002324.8"	2	5	7	0	0	1	0	0	1	"Rec8"	"protein_coding"
"ENSMUSG00000002325.15"	1225.85	828	246	96	98	61	1097.27	1319	1157	"Irf9"	"protein_coding"
"ENSMUSG00000002326.6"	233	199	63	370	430	421	338	448	334	"Gmpr2"	"protein_coding"
"ENSMUSG00000002329.7"	166	128	35	184	156	228	240	268	208	"Mdp1"	"protein_coding"
"ENSMUSG00000002332.16"	285	164	63	170	208	225	223	286	243	"Dhrs1"	"protein_coding"
"ENSMUSG00000002341.8"	29	42	51	0	0	12	0	0	19	"Ncan"	"protein_coding"
"ENSMUSG00000002342.17"	742	533	165	846	1012	964	724	916	867	"Tmem161a"	"protein_coding"
"ENSMUSG00000002343.11"	84	67	22	509	535	634	296	383	352	"Armc6"	"protein_coding"
"ENSMUSG00000002345.18"	523	495	147	297	282	349	543	587	425	"Borcs8"	"protein_coding"
"ENSMUSG00000002346.16"	136	116	57	74	84	61	80	95	61	"Slc25a42"	"protein_coding"
"ENSMUSG00000002365.10"	6251	4253	1391	4934	6204	5895	6507	7145	5991	"Snx9"	"protein_coding"
"ENSMUSG00000002372.9"	1132	838	292	3564	3810	3633	3082	3563	3087	"Ranbp3"	"protein_coding"
"ENSMUSG00000002379.7"	305	331	65	534	581	592	503	611	559	"Ndufa11"	"protein_coding"
"ENSMUSG00000002384.2"	0	11	10	0	0	16	1	0	2	"Bmp8b"	"protein_coding"
"ENSMUSG00000002393.14"	1071	725	181	1318	1306	1388	1517	1693	1865	"Nr2f6"	"protein_coding"
"ENSMUSG00000002395.14"	2010	1575	494	1690	1885	1769	2348	2887	1998	"Use1"	"protein_coding"
"ENSMUSG00000002396.8"	199	164	87	71	89	111	162	232	135	"Ocel1"	"protein_coding"
"ENSMUSG00000002409.18"	668	449	112	173	160	135	203	226	169	"Dyrk1b"	"protein_coding"
"ENSMUSG00000002413.15"	1068	899	262	2050	2186	2185	1365	1449	1387	"Braf"	"protein_coding"
"ENSMUSG00000002416.13"	482	457.93	131	845	957	947	923	1040	717	"Ndufb2"	"protein_coding"
"ENSMUSG00000002428.12"	879	505	228	888	967	983	924	991	864	"Hltf"	"protein_coding"
"ENSMUSG00000002455.14"	2177	1690	490	2993	3369	3079	3240	3536	2814	"Prpf6"	"protein_coding"
"ENSMUSG00000002458.13"	873	569	209	2260	2437	2573	2477	2836	1999	"Rgs19"	"protein_coding"
"ENSMUSG00000002459.17"	1	3	31	0	0	0	6	2	7	"Rgs20"	"protein_coding"
"ENSMUSG00000002475.16"	1	2	6	1	4	1	0	4	1	"Abhd3"	"protein_coding"
"ENSMUSG00000002477.5"	1411	1157	344	5707.99	6699	6257	6619	7388	5083.99	"Snrpd1"	"protein_coding"
"ENSMUSG00000002486.15"	327	259	85	463	368	414	493	484	357	"Tchp"	"protein_coding"
"ENSMUSG00000002489.16"	12	13	31	0	0	11	0	0	2	"Tiam1"	"protein_coding"
"ENSMUSG00000002496.10"	2881	2005	563	2181	2389	2501	2317	2625	2202	"Tsc2"	"protein_coding"
"ENSMUSG00000002500.15"	0	0	0	0	0	0	0	0	0	"Rpl3l"	"protein_coding"
"ENSMUSG00000002504.15"	123	139	41	127	167	147	212	238	170	"Slc9a3r2"	"protein_coding"
"ENSMUSG00000002524.17"	1895	1282	393	4379	4763	4998	4172	4697	4119	"Puf60"	"protein_coding"
"ENSMUSG00000002546.16"	2491	1783	524	1608	1668	1690	1943	2072	1762	"Golga2"	"protein_coding"
"ENSMUSG00000002550.16"	307	215	83.95	596.99	628	568	661.32	922.94	728.8	"Uck1"	"protein_coding"
"ENSMUSG00000002565.16"	10	4	11	0	0	0	0	0	0	"Scin"	"protein_coding"
"ENSMUSG00000002578.17"	24	25	25	1	0	0	0	2	12	"Ikzf4"	"protein_coding"
"ENSMUSG00000002580.7"	443	322	103	538	508	511	825	822	483	"Mien1"	"protein_coding"
"ENSMUSG00000002588.13"	6	7	8	0	0	0	0	0	2	"Pon1"	"protein_coding"
"ENSMUSG00000002602.16"	28327	20095	5261	27106	33086	29984	34391	39871	33825	"Axl"	"protein_coding"
"ENSMUSG00000002603.15"	4840	3675	1089	2470	2742	2637	4359	5190	3639	"Tgfb1"	"protein_coding"
"ENSMUSG00000002608.8"	1052	701	240	1565	1674	1718	1559	1778	1301	"Ccdc97"	"protein_coding"
"ENSMUSG00000002617.14"	146	66	48	133	106	102	123	169	95	"Zfp40"	"protein_coding"
"ENSMUSG00000002625.10"	848	741	158	640	617	516	500	579	354	"Akap8l"	"protein_coding"
"ENSMUSG00000002633.4"	5	16	7	0	0	4	0	5	4	"Shh"	"protein_coding"
"ENSMUSG00000002635.11"	232	196	54	379	489	315	395	474	368	"Pdcd2l"	"protein_coding"
"ENSMUSG00000002658.9"	839	650	248	1368	1497	1352	1622	1751	1244	"Gtf2f1"	"protein_coding"
"ENSMUSG00000002660.8"	561	352	131	1778	1893	1860	1373	1683	1130	"Clpp"	"protein_coding"
"ENSMUSG00000002661.14"	91	57	34	124	148	160	227	218	172	"Alkbh7"	"protein_coding"
"ENSMUSG00000002664.2"	0	0	0	0	0	0	0	0	0	"Pspn"	"protein_coding"
"ENSMUSG00000002668.8"	17	49	13	0	4	0	1	0	7	"Dennd1c"	"protein_coding"
"ENSMUSG00000002679.14"	169	163	66	308	364	386	434	485	384	"Med6"	"protein_coding"
"ENSMUSG00000002688.8"	2	4	1	0	0	0	3	0	0	"Prkd1"	"protein_coding"
"ENSMUSG00000002699.13"	24	8	13	1	6	2	5	9	13	"Lcp2"	"protein_coding"
"ENSMUSG00000002718.14"	2255	1324	431	11179	12967	13180	11087	12881	10189	"Cse1l"	"protein_coding"
"ENSMUSG00000002728.14"	1472.99	917.27	375.83	1889.37	2124.89	2010.06	2161.31	2688.07	1936.77	"Naa20"	"protein_coding"
"ENSMUSG00000002731.6"	181	206	44	123	153	108	205	226	178	"Prkra"	"protein_coding"
"ENSMUSG00000002732.14"	211	117	41	31	49	48	67	49	54	"Fkbp7"	"protein_coding"
"ENSMUSG00000002733.8"	1083	862	278	2369	3071	2953	2683	3554	2443	"Plekha3"	"protein_coding"
"ENSMUSG00000002741.9"	831	640	180	1233	1544	1357	1767	1787	1803	"Ykt6"	"protein_coding"
"ENSMUSG00000002748.7"	4157	2596	878	10815	11442	10642	10503	11292	10090	"Baz1b"	"protein_coding"
"ENSMUSG00000002763.16"	389	405	97	341	371	364	453	518	433	"Pex6"	"protein_coding"
"ENSMUSG00000002767.13"	425	336	111	659	787	718	762	878	674	"Mrpl2"	"protein_coding"
"ENSMUSG00000002768.8"	1377	1150	355	976	1193	1163	1612	2132	1280	"Mea1"	"protein_coding"
"ENSMUSG00000002769.9"	8	1	6	0	0	0	7	14	2	"Gnmt"	"protein_coding"
"ENSMUSG00000002771.12"	101	69	27	73	61	36	60	89	112	"Grin2d"	"protein_coding"
"ENSMUSG00000002778.14"	2951	2373	603	2638	2902	2686	3070	3383	2847	"Kdelr1"	"protein_coding"
"ENSMUSG00000002781.19"	240	198	77	269	322	445	287	335	287	"Tmem143"	"protein_coding"
"ENSMUSG00000002791.17"	17	14	21	4	1	7	8	0	5	"Pdxk-ps"	"transcribed_unprocessed_pseudogene"
"ENSMUSG00000002797.9"	87	152	72	328	358	389	221	297	169	"Ggct"	"protein_coding"
"ENSMUSG00000002799.6"	32	38	19	3	28	7	2	4	9	"Jag2"	"protein_coding"
"ENSMUSG00000002803.14"	126	98	41	153	180	201	262	227	167	"Btbd6"	"protein_coding"
"ENSMUSG00000002804.4"	84	51	11	64	92	48	56	85	51	"Nudt14"	"protein_coding"
"ENSMUSG00000002808.7"	686	480	175	1047	1337	1199	1020	1120	905	"Epdr1"	"protein_coding"
"ENSMUSG00000002812.4"	5145	3595	1026	4923	5569	5064	5943	6227	5094	"Flii"	"protein_coding"
"ENSMUSG00000002814.15"	701	402	105	876	1037	859	1065	1139	838	"Top3a"	"protein_coding"
"ENSMUSG00000002820.6"	256	222	103	397	457	418	359	372	464	"Atg4d"	"protein_coding"
"ENSMUSG00000002825.8"	417	300	80	929	981	873	751	840	699	"Qtrt1"	"protein_coding"
"ENSMUSG00000002831.13"	206	140	67	6	0	2	17	8	17	"Plin4"	"protein_coding"
"ENSMUSG00000002833.11"	1592	1155	389	2931	3170	2766	3269	3477	2648	"Hdgfl2"	"protein_coding"
"ENSMUSG00000002835.9"	1338	922	318	4807	5091	4993	5316	6069	4938	"Chaf1a"	"protein_coding"
"ENSMUSG00000002844.9"	1548	1217	327	1852	2257	2177	1945	2413	1958	"Adprh"	"protein_coding"
"ENSMUSG00000002845.14"	1653	1335	388	976	1070	1188	958	1039	705	"Tmem39a"	"protein_coding"
"ENSMUSG00000002846.9"	246	202	61	613	638	663	434	576	559	"Timmdc1"	"protein_coding"
"ENSMUSG00000002847.7"	10	18	2	0	4	5	3	1	2	"Pla1a"	"protein_coding"
"ENSMUSG00000002870.8"	2526	1248	437	8353	9515	9419	8836	10450	8852	"Mcm2"	"protein_coding"
"ENSMUSG00000002871.14"	637	469	131	386	369	530	448	533	423	"Tpra1"	"protein_coding"
"ENSMUSG00000002881.14"	2638	1789	579	3392	3879	3732	4888	5471	3885	"Nab1"	"protein_coding"
"ENSMUSG00000002885.14"	45	39	14	22	24	30	23	46	35	"Adgre5"	"protein_coding"
"ENSMUSG00000002897.5"	1066	850	225	1036	1136	1009	935	1049	939	"Il17ra"	"protein_coding"
"ENSMUSG00000002900.16"	10791	8435	2060	9605	9455	8443	8485	9653	7828	"Lamb1"	"protein_coding"
"ENSMUSG00000002908.17"	33	11	36	0	0	0	2	0	0	"Kcnn1"	"protein_coding"
"ENSMUSG00000002910.11"	166	137	45	224	350	247	204	281	195	"Arrdc2"	"protein_coding"
"ENSMUSG00000002930.6"	4	5	7	0	0	0	9	0	0	"Ppp1r17"	"protein_coding"
"ENSMUSG00000002944.15"	3	4	4	1	0	0	0	0	0	"Cd36"	"protein_coding"
"ENSMUSG00000002948.19"	1288	1025	271	2644	2830	2725.24	2447.54	2826.26	2364	"Map2k7"	"protein_coding"
"ENSMUSG00000002949.15"	1210	838	234	3110	3101	3174	2213	2839	2164	"Timm44"	"protein_coding"
"ENSMUSG00000002957.11"	3671	2708	760	5561	6698	6527	5854	6832	5801	"Ap2a2"	"protein_coding"
"ENSMUSG00000002963.17"	381	305	96	457	557	625	466	550	541	"Pnkp"	"protein_coding"
"ENSMUSG00000002968.9"	2113	1522	419	2918	3288	3339	3035	3770	2840	"Med25"	"protein_coding"
"ENSMUSG00000002980.14"	1	2	3	0	0	7	0	0	3	"Bcam"	"protein_coding"
"ENSMUSG00000002981.10"	3082	2019	663	4699	5116	4866	4435	5539	3994	"Clptm1"	"protein_coding"
"ENSMUSG00000002983.17"	663	478	149	402	409	333	261	504	443	"Relb"	"protein_coding"
"ENSMUSG00000002984.17"	1733	1213	383	9251	10658	10512	7249	9297	7035	"Tomm40"	"protein_coding"
"ENSMUSG00000002985.16"	47	82	23	183	126	111	103	142	100	"Apoe"	"protein_coding"
"ENSMUSG00000002992.17"	0	3	3	0	0	0	0	0	0	"Apoc2"	"protein_coding"
